ano,numero,publicacao,assunto,classificacao,permanente,situacao,validade,servidores,link,alteracao
2019,CPV.0179,10/24/2019,"Trata da designação dos fiscais técnicos, fiscais administrativos e gestores do Contrato 02.712/2019 do IFSP-Câmpus Capivari.(FONSECA E TELLES LIMPEZA)",F,,Alterada pela Portaria nº CPV.0001/2020,Até o fim do contrato,,https://drive.ifsp.edu.br/s/Tew4PbhgbctAKhS,Altera CPV.0016/2019
2019,CPV.0180,10/24/2019,"Trata da designação dos membros da Comissão de Inventário Físico Anual dos Bens Imóveis, Móveis, Intangíveis e do Almoxarifado 2019 do IFSP Câmpus Capivari",C,,Alterada pela Portaria CPV.0192/2019,Até o fim do inventário,,https://drive.ifsp.edu.br/s/cGuDG745JYFTVDb,
2019,CPV.0181,10/31/2019,Trata da designação dos membros do Núcleo de Apoio às Pessoas com Necessidades Educacionais Espe-cíficas – NAPNE do IFSP-Câmpus Capivari.,C,,Alterada Pela Portaria n° CPV.0050/2020,até 15 de agosto de 2020,,https://drive.ifsp.edu.br/s/gXm6z4VM3p95EjS,Altera CPV.0162/2019; 0134/2019; 0028/2019; 0159/2018; 0133/2018; 0055/2018; 0129/2017; 0086/2017; 0022/2017; 0121/2016; 0103/2016; 0017/2016; 0133/2015; 0076/2015; 0075/2015;0032/2015/2015; 4224/2014
2019,CPV.0182,10/31/2019,"Trata da designação dos fiscais técnicos, fiscais administrativos e gestores do Contrato 07.712/2019 do IFSP-Câmpus Capivari.(DELL)",F,,Alterada Pela Portaria n° CPV.0183/2019,até o fim do contrato,,https://drive.ifsp.edu.br/s/LB2TV32C7GBHGqM,
2019,CPV.0183,11/04/2019,"Trata da designação dos fiscais técnicos, fiscais administrativos e gestores do Contrato 07.712/2019 do IFSP-Câmpus Capivari.(DELL)",F,,revogada pela portaria nº CPV.0185/2020,até o fim do contrato,"Gilberto Bulgraen Junior;Lucas Bonetti;Michele Pereira de Faria;Leticia Pedroso Ramos;César Eduardo Armelin;José Renato Paviotti;Antonio Carlos da Silva Bomfim;Rodrigo Scontr",https://drive.ifsp.edu.br/s/gfGnMOc3fviEGfd,Altera CPV.0182/2019
2019,CPV.0184,11/11/2019,Trata da designação de orientador de estágio curricular do Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas do IFSP-Câmpus Capivari.,C e R,,vigente,12/11/2023,Rafael Wendel Pinheiro ,https://drive.ifsp.edu.br/s/kA1jr2lZ3YLG0Dy,Revoga CPV.0073/2017
2019,CPV.0185,11/11/2019,Trata da designação de orientador de estágio curricular do Curso Técnico em Informática Integrado ao Ensino Médio do IFSP-Câmpus Capivari.,C,,vigente,12/11/2023,Rafael Wendel Pinheiro ,https://drive.ifsp.edu.br/s/qnjnETpcrDTmnMF,Revoga CPV.0074/2017
2019,CPV.0186,11/13/2019,Trata da designação de substituta à função de Coordenadora Sociopeda-gógica do IFSP – Câmpus Capivari.,S,,extinta,18 a 27 de novembro de 2019,,https://drive.ifsp.edu.br/s/I5nOjDl2N9XbZ1h,
2019,CPV.0187,11/19/2019,Trata da designação de substituto à função gratificada de Coordenador de Contabilidade e Finanças do IFSP-Câmpus Capivari.,S,,extinta,de 21 de novebro a 02 de dezembro de 2019,,https://drive.ifsp.edu.br/s/TZQk8ckXmKENoj4,
2019,CPV.0188,11/19/2019,Trata da nomeação dos membros do Conselho de Câmpus do IFSP-Câmpus Capivari.,M,,Alterada oela portaria nº CPV.0087/2020,até 11 de dezembro de 2021,,https://drive.ifsp.edu.br/s/Ugq6QoPz6QR6wh8,
2019,CPV.0189,11/21/2019,Trata da composição da comissão eleitoral do IFSP – Câmpus Capivari para condução do processo de eleições para a Comissão Permanente de Pessoal Docente.,C,,extinta,sem mandato expresso,Aderbal     Almeida     Rocha;Gustavo   Matarazzo   Rezende; ;Daniel   Aparecido   de   Souza,https://drive.ifsp.edu.br/s/0iBN8HggsVbASjR,
2019,CPV.0190,11/22/2019,Trata da  designação dos fiscais  de contrato 09.712/2019 do IFSP-Câmpus Capivari.(COOPAMSP),F,,Alterada pela Portaria nº CPV.0093/2020,"até fim de contrato, ou de sua garantia quando houver",,https://drive.ifsp.edu.br/s/i9Iiexm24yZOHYR,Altera CPV.0154/2019
2019,CPV.0191,12/22/2019,Trata da  designação dos fiscais  de contrato 08.712/2019 do IFSP-Câmpus Capivari (ASSHORT),F,,Alterada pela Portaria nº CPV.0092/2020,"até fim de contrato, ou de sua garantia quando houver",,https://drive.ifsp.edu.br/s/fg0e8n2ckErSSCw,Altera CPV.0153/2019
2019,CPV.0192,11/28/2019,"Trata da designaçãodos membros da Comissão de  Inventário Físico Anual dos Bens Imóveis, Móveis,Intangíveis e   do   Almoxarifado   2019   do   IFSP Câmpus Capivari",C,,extinta,ate 02 de janeiro de 2020,,https://drive.ifsp.edu.br/s/RxnAn0csi7FCYYC,Altera  CPV.0180/2019
2019,CPV.0193,11/28/2019,Trata    da    aprovação    deProjeto Institucionaldo IFSP-Câmpus Capivari para o 2ª semestre de 2019,C,,extinta,sem mandato expresso,,https://drive.ifsp.edu.br/s/E2gJVNsY55rp3sR,Altera CPV.0120/2019
2019,CPV.0194,11/28/2019,Trata da designação dos membros da Brigada    de    Incêndiodo    IFSP–Câmpus Capivari,C,,Alterada Pela Portaria n° CPV.0051/2020,sem mandato expresso,,https://drive.ifsp.edu.br/s/fBh2S29yKAs6Rtk,Altera CPV.0176/2019; 0077/2019; 069/2018
2019,CPV.0195,11/28/2019,Trata da   designação   de   substituto   à funçãogratificadade Coordenador   de Pesquisa  e  Inovaçãodo  IFSP–CâmpusCapivari.,S,,extinta,02 a 31 de janeiro de 2020,,https://drive.ifsp.edu.br/s/HLJuycPFZbwgySr,
2019,CPV.0196,12/04/2019,Trata da   designação   de   substituto   à funçãogratificadade Coordenador   de Licitações  e  Contratosdo  IFSP–CâmpusCapivari,S,,extinta,de 11 a 20 de dezembro de 2019,,https://drive.ifsp.edu.br/s/WjxTvYY6QE7qD7B,
2019,CPV.0197,12/10/2019,Trata    da    aprovação    deProjeto Institucionaldo IFSP-Câmpus Capivari para o 2ª semestre de 2019,C,,extinta,sem mandato expresso,,https://drive.ifsp.edu.br/s/ht08jJUCpum1wN3,Altera CPV.0170/2019
2019,CPV.0198,12/13/2019,Trata da   designação   de   substituto   à funçãogratificadade Coordenador   de Gestão  de  Pessoasdo  IFSP–CâmpusCapivari.,S,,extinta,16 a 27 de dezembro de 2019,,https://drive.ifsp.edu.br/s/otnaL69nVtvCpM4,
2019,CPV.0199,12/13/2019,Trata da   designação   de   substituto   à funçãogratificadade Coordenador   de Gestão  de  Pessoasdo  IFSP–CâmpusCapivari.,S,,extinta,02 a 09 de janeiro de 2020,,https://drive.ifsp.edu.br/s/sQX1AXZgn6lGYLg,
2019,CPV.0200,12/13/2019,Trata  da designação  de substituto ao Cargo  de  Direção  de  Diretor-Geral doIFSP–Câmpus Capivari.,S,,extinta,02 a 24 de janeiro de 2020,,https://drive.ifsp.edu.br/s/i9qKYTiLgHJqGSp,
2019,CPV.0201,12/16/2019,Trata da designação de substituta à função gratificada de Coordenador de Biblioteca do IFSP – Câmpus Capivari.,S,,extinta,13 a 24 de janeiro de 2020,,https://drive.ifsp.edu.br/s/6folAc97T6sOFua,
2019,CPV.0202,12/17/2019,Trata da designação de substituta à função gratificada de Coordenador de Extensão do IFSP – Câmpus Capivari.,S,,extinta,23 de dezembro de 2019 à 11 de janeiro de 2020,,https://drive.ifsp.edu.br/s/cDY4F9Qz6aXGcXT,
2019,CPV.0203,12/17/2019,Trata da aprovação de Projeto Institucional do IFSP – Câmpus Capivari para o 1ª semestre de 2020,C,,revogada pela Portaria nº 0143/2020,sem mandato expresso,,https://drive.ifsp.edu.br/s/dxqbaO72pfcFQtf,
2019,CPV.0204,12/17/2019,Trata da designação de orientador de estágio curricular do Curso Técnico em Administração Integrado ao Ensino Médio (Modalidade PROEJA) do IFSP-Câmpus Capivari.,C,,revogada pela Portaria CPV IFSP nº 0149/2021,sem mandato expresso,Igor Vasconcelos   Nogueira,https://drive.ifsp.edu.br/s/0nOc890erle899n,
2019,CPV.0205,12/19/2019,Trata do horário de funcionamento do IFSP-Câmpus Capivari no período de 06 a 31 de janeiro de 2020.,,,revogada pela portaria IFSP CPV Nº CPV.0161/2021,sem mandato expresso,,https://drive.ifsp.edu.br/s/HmiPsynYyXFmFJ3,
